--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Round 1,Round 1,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
21,21,PHI,Tyrese Maxey,Kentucky,6,388,12848,8182,1242,1864,.461,.377,.873,33.1,21.1,3.2,4.8,35.1,.131,2.2,13.5
22,22,DEN,Zeke Nnaji,Arizona,6,303,3633,1243,702,129,.503,.345,.671,12.0,4.1,2.3,0.4,7.5,.100,-2.8,-0.7
23,23,NYK,Leandro Bolmaro,,2,49,309,56,50,28,.270,.227,.846,6.3,1.1,1.0,0.6,-0.3,-.048,-7.8,-0.5
24,24,MIL,R.J. Hampton,,4,170,3116,1155,466,307,.408,.338,.679,18.3,6.8,2.7,1.8,0.8,.013,-3.8,-1.4
25,25,OKC,Immanuel Quickley,Kentucky,6,394,10523,5692,1379,1618,.426,.375,.852,26.7,14.4,3.5,4.1,27.9,.127,1.5,9.2
26,26,BOS,Payton Pritchard,Oregon,6,426,9564,4498,1264,1291,.457,.394,.869,22.5,10.6,3.0,3.0,29.4,.148,1.5,8.5
27,27,UTA,Udoka Azubuike,Kansas,4,84,724,256,235,14,.758,,.444,8.6,3.0,2.8,0.2,2.0,.133,-1.5,0.1
28,28,LAL,Jaden McDaniels,Washington,6,439,12765,4868,1836,761,.489,.359,.774,29.1,11.1,4.2,1.7,23.1,.087,-1.5,1.5
29,29,TOR,Malachi Flynn,San Diego State,5,217,3076,1184,376,414,.387,.333,.747,14.2,5.5,1.7,1.9,2.9,.045,-2.6,-0.5
30,30,BOS,Desmond Bane,TCU,6,395,12030,7227,1776,1517,.475,.407,.890,30.5,18.3,4.5,3.8,33.0,.132,2.2,12.7
31,31,DAL,Tyrell Terry,Stanford,2,13,59,13,6,6,.353,.000,.333,4.5,1.0,0.5,0.5,0.0,-.035,-4.8,0.0
32,32,CHO,Vernon Carey Jr.,Duke,3,37,187,72,50,5,.474,.143,.654,5.1,1.9,1.4,0.1,0.2,.058,-6.3,-0.2
33,33,MIN,Daniel Oturu,Minnesota,2,33,188,63,53,10,.431,.167,.706,5.7,1.9,1.6,0.3,0.3,.086,-5.2,-0.2
34,34,PHI,Théo Maledon,,4,177,3753,1373,489,518,.372,.310,.793,21.2,7.8,2.8,2.9,-0.2,-.002,-4.6,-2.4
35,35,SAC,Xavier Tillman Sr.,Michigan State,6,290,4354,1433,1021,330,.506,.246,.572,15.0,4.9,3.5,1.1,10.3,.114,-0.2,2.0
36,36,PHI,Tyler Bey,Colorado,1,18,71,18,19,3,.318,.250,.600,3.9,1.0,1.1,0.2,0.0,-.033,-9.5,-0.1
37,37,WAS,Vít Krejčí,,5,203,3941,1320,483,371,.458,.393,.754,19.4,6.5,2.4,1.8,6.9,.084,-2.0,0.1
38,38,UTA,Saben Lee,Vanderbilt,4,134,1943,697,260,378,.421,.271,.734,14.5,5.2,1.9,2.8,3.5,.085,-1.4,0.3
39,39,NOP,Elijah Hughes,Syracuse,2,54,498,157,67,28,.328,.280,.769,9.2,2.9,1.2,0.5,-0.4,-.039,-6.4,-0.5
40,40,MEM,Robert Woodard II,Mississippi State,2,25,87,27,27,5,.278,.200,.500,3.5,1.1,1.1,0.2,-0.1,-.077,-7.7,-0.1
41,41,SAS,Tre Jones,Duke,6,362,8196,3397,1030,1740,.503,.312,.840,22.6,9.4,2.8,4.8,20.3,.119,-0.1,4.0
42,42,NOP,Nick Richards,Kentucky,6,305,5363,2154,1761,172,.621,.261,.724,17.6,7.1,5.8,0.6,13.9,.124,-2.9,-1.2
43,43,SAC,Jahmi'us Ramsey,Texas Tech,3,39,349,147,45,21,.416,.271,.680,8.9,3.8,1.2,0.5,-0.1,-.008,-5.4,-0.3
44,44,CHI,Marko Simonovic,,2,16,55,23,12,0,.273,.222,.692,3.4,1.4,0.8,0.0,0.0,-.026,-12.3,-0.1
45,45,MIL,Jordan Nwora,Louisville,4,206,3359,1564,659,216,.433,.376,.807,16.3,7.6,3.2,1.0,3.0,.043,-2.8,-0.7
46,46,POR,CJ Elleby,Washington State,2,88,1366,407,259,97,.390,.275,.717,15.5,4.6,2.9,1.1,0.5,.018,-5.2,-1.1
47,47,BOS,Yam Madar,,,,,,,,,,,,,,,,,,
48,48,GSW,Nico Mannion,Arizona,1,30,364,123,46,70,.342,.367,.821,12.1,4.1,1.5,2.3,0.2,.029,-3.9,-0.2
49,49,PHI,Isaiah Joe,Arkansas,6,392,6943,3219,824,455,.436,.406,.855,17.7,8.2,2.1,1.2,19.0,.131,0.6,4.6
50,50,ATL,Skylar Mays,LSU,4,105,1111,451,122,182,.445,.345,.859,10.6,4.3,1.2,1.7,2.1,.092,-0.7,0.4
51,51,GSW,Justinian Jessup,Boise State,,,,,,,,,,,,,,,,,
52,52,SAC,KJ Martin,,5,309,6674,2652,1247,371,.545,.329,.673,21.6,8.6,4.0,1.2,12.4,.089,-1.8,0.4
53,53,OKC,Cassius Winston,Michigan State,2,29,137,55,10,19,.409,.435,.900,4.7,1.9,0.3,0.7,0.1,.051,-4.9,-0.1
54,54,IND,Cassius Stanley,Duke,2,33,248,88,39,5,.360,.233,.895,7.5,2.7,1.2,0.2,0.0,-.006,-7.9,-0.4
55,55,BRK,Jay Scrubb,John A. Logan College,3,24,235,97,36,10,.416,.313,.765,9.8,4.0,1.5,0.4,-0.1,-.014,-6.6,-0.3
56,56,CHO,Grant Riller,College of Charleston,1,7,27,18,1,3,.667,.500,,3.9,2.6,0.1,0.4,0.1,.177,5.1,0.0
57,57,LAC,Reggie Perry,Mississippi State,2,36,398,170,120,26,.459,.189,.679,11.1,4.7,3.3,0.7,0.4,.048,-5.5,-0.3
58,58,PHI,Paul Reed,DePaul,6,325,4163,1779,1320,288,.565,.310,.690,12.8,5.5,4.1,0.9,15.9,.184,1.7,3.9
59,59,TOR,Jalen Harris,Nevada,1,13,172,96,18,17,.500,.472,.778,13.2,7.4,1.4,1.3,0.3,.079,0.3,0.1
60,60,NOP,Sam Merrill,Utah State University,6,225,4197,1796,456,371,.424,.397,.890,18.7,8.0,2.0,1.6,10.5,.120,0.1,2.3
